3.697451715284778118e+00 5.173290760422759149e+01
3.696387199155746206e+00 5.172127677955403158e+01
3.690354941091229968e+00 5.170885742471532609e+01
3.688580747542842708e+00 5.170105097310241860e+01
3.691064618510584872e+00 5.169324452148951821e+01
3.696742037865423658e+00 5.168685742471532052e+01
3.705613005607359067e+00 5.168224452148951542e+01
3.715193650768649380e+00 5.167869613439274445e+01
3.718032360446068552e+00 5.167514774729596638e+01
3.718032360446068552e+00 5.166840581181210013e+01
3.716967844317036196e+00 5.166095419890886831e+01
3.714129134639617025e+00 5.164924452148951417e+01
3.704548489478326712e+00 5.164072839245726243e+01
3.691419457220262323e+00 5.163505097310242320e+01
3.672613005607359149e+00 5.163008323116693532e+01
3.663032360446068836e+00 5.162440581181209609e+01
3.637838812058971971e+00 5.161695419890887138e+01
3.622935586252520324e+00 5.161340581181210041e+01
3.593838812058971932e+00 5.161198645697339060e+01
3.567225908833165260e+00 5.161340581181210041e+01
3.541322683026713491e+00 5.162050258600564945e+01
3.520742037865423502e+00 5.163753484407016003e+01
3.511516231413810640e+00 5.165101871503790676e+01
3.505483973349294402e+00 5.166698645697339032e+01
3.502290424962197335e+00 5.168330903761854955e+01
3.501225908833165423e+00 5.170353484407016253e+01
3.501225908833165423e+00 5.171914774729597042e+01
3.500871070123487971e+00 5.173795419890887359e+01
3.501225908833165423e+00 5.177414774729597013e+01
3.515774295929939619e+00 5.179330903761854898e+01
3.542387199155745847e+00 5.179721226342500273e+01
3.565451715284778444e+00 5.179685742471532706e+01
3.615129134639616826e+00 5.179579290858629292e+01
3.658419457220261961e+00 5.179259936019919763e+01
3.695322683026713850e+00 5.179188968277983918e+01
3.706677521736391423e+00 5.177876065052177523e+01
3.709161392704133142e+00 5.175640581181210109e+01
