3.698859879032258213e+00 5.166930443548386620e+01
3.697892137096774334e+00 5.166988508064515884e+01
3.696601814516129014e+00 5.167040120967741501e+01
3.695376008064516160e+00 5.167104637096773700e+01
3.694279233870967794e+00 5.167175604838709546e+01
3.693569556451612890e+00 5.167214314516128582e+01
3.693053427419354939e+00 5.167246572580644681e+01
3.692021169354839039e+00 5.167304637096773945e+01
3.690988911290322694e+00 5.167394959677419308e+01
3.690343750000000256e+00 5.167446572580644926e+01
3.689182459677419423e+00 5.167543346774193225e+01
3.688150201612903523e+00 5.167614314516128360e+01
3.686988911290322690e+00 5.167698185483870787e+01
3.686279233870967786e+00 5.167743346774193469e+01
3.685117943548387398e+00 5.167807862903225669e+01
3.684150201612903519e+00 5.167885282258064450e+01
3.682795362903226177e+00 5.167982056451612749e+01
3.681956653225806786e+00 5.168059475806451530e+01
3.681182459677419416e+00 5.168117540322580084e+01
3.680021169354839028e+00 5.168240120967741547e+01
3.679311491935484124e+00 5.168323991935483264e+01
3.678472782258064733e+00 5.168407862903225691e+01
3.677763104838709829e+00 5.168498185483870344e+01
3.676859879032258416e+00 5.168569153225806190e+01
3.676085685483871046e+00 5.168627217741935453e+01
3.675311491935484121e+00 5.168691733870967653e+01
3.674666330645161683e+00 5.168762701612902788e+01
3.674343750000000242e+00 5.168691733870967653e+01
3.674537298387097195e+00 5.168627217741935453e+01
3.675182459677419633e+00 5.168588508064515707e+01
3.675376008064516586e+00 5.168556249999999608e+01
3.675698588709677583e+00 5.168523991935483508e+01
3.676085685483871046e+00 5.168472379032257891e+01
3.676601814516129441e+00 5.168414314516128627e+01
3.676795362903225950e+00 5.168382056451612527e+01
3.677311491935484344e+00 5.168330443548386910e+01
3.677698588709677807e+00 5.168285282258064228e+01
3.678085685483871270e+00 5.168253024193548129e+01
3.678408266129032711e+00 5.168227217741934965e+01
3.678730846774193708e+00 5.168201411290322511e+01
3.679569556451613099e+00 5.168156249999999829e+01
3.680214717741935537e+00 5.168098185483870566e+01
3.680472782258064957e+00 5.168072379032257402e+01
3.680795362903225953e+00 5.168046572580644948e+01
3.681246975806451882e+00 5.168007862903225202e+01
3.681569556451613323e+00 5.167982056451612749e+01
3.681956653225806786e+00 5.167949798387096649e+01
3.682279233870967783e+00 5.167904637096773968e+01
3.682666330645161690e+00 5.167865927419354222e+01
3.682924395161290665e+00 5.167853024193548350e+01
3.683117943548387174e+00 5.167840120967741768e+01
3.683311491935484128e+00 5.167833669354838122e+01
3.683569556451613103e+00 5.167814314516128604e+01
3.683698588709677590e+00 5.167801411290322022e+01
3.683956653225806566e+00 5.167788508064515440e+01
3.684214717741935541e+00 5.167775604838709569e+01
3.684472782258064960e+00 5.167756249999999341e+01
3.684666330645161469e+00 5.167749798387096405e+01
3.684988911290322910e+00 5.167723991935483241e+01
3.685311491935483907e+00 5.167704637096773723e+01
3.685634072580645348e+00 5.167691733870967141e+01
3.685956653225806789e+00 5.167672379032257624e+01
3.686150201612903299e+00 5.167659475806451042e+01
3.686472782258064740e+00 5.167640120967741524e+01
3.686730846774193715e+00 5.167620766129032006e+01
3.687182459677419644e+00 5.167588508064515906e+01
3.687763104838710060e+00 5.167549798387096160e+01
3.688214717741935544e+00 5.167511088709677125e+01
3.688601814516129451e+00 5.167491733870967607e+01
3.689053427419354936e+00 5.167465927419354443e+01
3.689505040322580864e+00 5.167440120967741279e+01
3.689763104838709840e+00 5.167420766129031762e+01
3.690085685483871281e+00 5.167407862903225180e+01
3.690408266129032278e+00 5.167375604838709080e+01
3.690795362903226184e+00 5.167336895161290045e+01
3.699569556451613117e+00 5.166891733870967585e+01
3.700408266129032508e+00 5.166853024193547839e+01
3.700924395161290459e+00 5.166814314516128803e+01
3.701827620967741872e+00 5.166775604838709057e+01
3.702472782258064754e+00 5.166736895161290022e+01
3.703246975806451680e+00 5.166691733870967340e+01
3.703827620967742096e+00 5.166665927419354176e+01
3.704150201612903537e+00 5.166653024193548305e+01
3.704988911290322484e+00 5.166620766129032205e+01
3.705892137096774341e+00 5.166588508064516105e+01
3.706666330645161267e+00 5.166562701612902941e+01
3.706988911290322708e+00 5.166549798387096359e+01
3.708021169354838609e+00 5.166504637096773678e+01
3.708730846774193513e+00 5.166478830645161224e+01
3.709246975806451907e+00 5.166453024193548060e+01
3.708924395161290466e+00 5.166401411290322443e+01
3.708150201612903096e+00 5.166433669354838543e+01
3.707569556451613124e+00 5.166465927419354642e+01
3.707117943548387196e+00 5.166491733870967096e+01
3.706666330645161267e+00 5.166504637096773678e+01
3.706343750000000270e+00 5.166504637096773678e+01
3.705827620967741876e+00 5.166504637096773678e+01
3.704795362903225975e+00 5.166511088709677324e+01
3.704279233870968024e+00 5.166575604838709523e+01
3.704085685483871071e+00 5.166582056451612459e+01
3.703698588709677608e+00 5.166607862903225623e+01
3.703440524193548633e+00 5.166607862903225623e+01
3.703182459677419658e+00 5.166607862903225623e+01
3.702988911290322704e+00 5.166607862903225623e+01
