  344,20150711,  204
  344,20150712,  178
  344,20150713,  175
  344,20150714,  179
  344,20150715,  177
  344,20150716,  192
  344,20150717,  212
  344,20150718,  180
  344,20150719,  172
  344,20150720,  192
  344,20150721,  204
  344,20150722,  191
  344,20150723,  176
  344,20150724,  191
  344,20150725,  149
  344,20150726,  149
  344,20150727,  169
  344,20150728,  156
  344,20150729,  144
  344,20150730,  133
  344,20150731,  142
  344,20150801,  160
  344,20150802,  192
  344,20150803,  211
  344,20150804,  179
  344,20150805,  202
  344,20150806,  200
  344,20150807,  196
  344,20150808,  185
  344,20150809,  188
  344,20150810,  193
  344,20150811,  195
  344,20150812,  196
  344,20150813,  215
  344,20150814,  210
  344,20150815,  172
  344,20150816,  157
  344,20150817,  143
  344,20150818,  144
  344,20150819,  175
  344,20150820,  189
  344,20150821,  210
  344,20150822,  218
  344,20150823,  198
  344,20150824,  173
  344,20150825,  165
  344,20150826,  202
  344,20150827,  159
  344,20150828,  159
  344,20150829,  174
  344,20150830,  199
  344,20150831,  201
  344,20150901,  156
  344,20150902,  134
  344,20150903,  124
  344,20150904,  140
  344,20150905,  137
  344,20150906,  136
  344,20150907,  148
  344,20150908,  145
  344,20150909,  139
  344,20150910,  140
  344,20150911,  140
  344,20150912,  161
  344,20150913,  160
  344,20150914,  146
  344,20150915,  129
  344,20150916,  154
  344,20150917,  146
  344,20150918,  137
  344,20150919,  134
  344,20150920,  137
  344,20150921,  146
  344,20150922,  133
  344,20150923,  134
  344,20150924,  133
  344,20150925,  120
  344,20150926,  109
  344,20150927,  115
  344,20150928,  112
  344,20150929,  113
  344,20150930,  117
  344,20151001,  109
  344,20151002,  104
  344,20151003,  111
  344,20151004,  111
  344,20151005,  133
  344,20151006,  156
  344,20151007,  150
  344,20151008,  133
  344,20151009,  116
  344,20151010,  112
  344,20151011,   70
  344,20151012,   54
  344,20151013,   49
  344,20151014,   59
  344,20151015,   62
  344,20151016,   84
  344,20151017,   90
  344,20151018,   88
  344,20151019,  107
  344,20151020,  101
  344,20151021,  102
  344,20151022,  126
  344,20151023,  121
  344,20151024,  122
  344,20151025,  103
  344,20151026,  107
  344,20151027,  120
  344,20151028,  117
  344,20151029,  112
  344,20151030,  114
  344,20151031,   98
  344,20151101,   87
  344,20151102,   84
  344,20151103,  104
  344,20151104,  133
  344,20151105,  138
  344,20151106,  155
  344,20151107,  161
  344,20151108,  136
  344,20151109,  137
  344,20151110,  144
  344,20151111,  130
  344,20151112,  134
  344,20151113,  113
  344,20151114,  103
  344,20151115,  141
  344,20151116,  125
  344,20151117,  138
  344,20151118,  131
  344,20151119,  112
  344,20151120,   84
  344,20151121,   53
  344,20151122,   23
  344,20151123,   33
  344,20151124,   52
  344,20151125,   61
  344,20151126,   50
  344,20151127,   57
  344,20151128,   71
  344,20151129,  108
  344,20151130,   98
  344,20151201,  103
  344,20151202,  110
  344,20151203,   98
  344,20151204,   95
  344,20151205,   81
  344,20151206,  105
  344,20151207,  109
  344,20151208,   98
  344,20151209,   77
  344,20151210,   61
  344,20151211,   74
  344,20151212,   78
  344,20151213,   75
  344,20151214,   75
  344,20151215,   80
  344,20151216,  120
  344,20151217,  134
  344,20151218,  117
  344,20151219,  125
  344,20151220,  119
  344,20151221,  102
  344,20151222,  128
  344,20151223,  104
  344,20151224,   97
  344,20151225,   98
  344,20151226,  126
  344,20151227,  117
  344,20151228,   91
  344,20151229,   87
  344,20151230,   82
  344,20151231,   84
