  344,20150101,   37
  344,20150102,   74
  344,20150103,   45
  344,20150104,   33
  344,20150105,   32
  344,20150106,   30
  344,20150107,   44
  344,20150108,   69
  344,20150109,   98
  344,20150110,   92
  344,20150111,   66
  344,20150112,   86
  344,20150113,   84
  344,20150114,   48
  344,20150115,   81
  344,20150116,   52
  344,20150117,   29
  344,20150118,   25
  344,20150119,   10
  344,20150120,   18
  344,20150121,    1
  344,20150122,  -11
  344,20150123,  -24
  344,20150124,   28
  344,20150125,   46
  344,20150126,   68
  344,20150127,   53
  344,20150128,   55
  344,20150129,   36
  344,20150130,   23
  344,20150131,   20
  344,20150201,   38
  344,20150202,   27
  344,20150203,   13
  344,20150204,   -1
  344,20150205,   -7
  344,20150206,   -2
  344,20150207,   18
  344,20150208,   51
  344,20150209,   53
  344,20150210,   58
  344,20150211,   46
  344,20150212,   42
  344,20150213,   66
  344,20150214,   73
  344,20150215,   37
  344,20150216,   22
  344,20150217,   42
  344,20150218,   31
  344,20150219,   40
  344,20150220,   55
  344,20150221,   35
  344,20150222,   35
  344,20150223,   62
  344,20150224,   58
  344,20150225,   46
  344,20150226,   66
  344,20150227,   47
  344,20150228,   57
  344,20150301,   83
  344,20150302,   56
  344,20150303,   52
  344,20150304,   56
  344,20150305,   54
  344,20150306,   73
  344,20150307,   84
  344,20150308,   89
  344,20150309,   82
  344,20150310,   72
  344,20150311,   43
  344,20150312,   68
  344,20150313,   50
  344,20150314,   36
  344,20150315,   57
  344,20150316,   65
  344,20150317,   77
  344,20150318,   56
  344,20150319,   70
  344,20150320,   49
  344,20150321,   66
  344,20150322,   49
  344,20150323,   37
  344,20150324,   58
  344,20150325,   60
  344,20150326,   50
  344,20150327,   62
  344,20150328,   81
  344,20150329,   91
  344,20150330,   73
  344,20150331,   88
  344,20150401,   69
  344,20150402,   58
  344,20150403,   61
  344,20150404,   50
  344,20150405,   46
  344,20150406,   66
  344,20150407,   64
  344,20150408,   78
  344,20150409,   97
  344,20150410,  115
  344,20150411,   97
  344,20150412,  103
  344,20150413,   82
  344,20150414,  125
  344,20150415,  135
  344,20150416,   97
  344,20150417,   87
  344,20150418,   83
  344,20150419,   74
  344,20150420,  103
  344,20150421,   96
  344,20150422,   80
  344,20150423,   93
  344,20150424,  117
  344,20150425,  125
  344,20150426,  106
  344,20150427,   73
  344,20150428,   73
  344,20150429,   94
  344,20150430,   93
  344,20150501,   84
  344,20150502,   98
  344,20150503,  130
  344,20150504,  155
  344,20150505,  152
  344,20150506,  121
  344,20150507,  122
  344,20150508,  146
  344,20150509,  129
  344,20150510,  133
  344,20150511,  176
  344,20150512,  139
  344,20150513,  119
  344,20150514,  115
  344,20150515,   94
  344,20150516,  112
  344,20150517,  119
  344,20150518,  112
  344,20150519,  107
  344,20150520,  100
  344,20150521,  123
  344,20150522,  143
  344,20150523,  125
  344,20150524,  124
  344,20150525,  120
  344,20150526,  120
  344,20150527,  133
  344,20150528,  131
  344,20150529,  116
  344,20150530,  116
  344,20150531,  129
  344,20150601,  127
  344,20150602,  144
  344,20150603,  141
  344,20150604,  162
  344,20150605,  209
  344,20150606,  148
  344,20150607,  133
  344,20150608,  127
  344,20150609,  113
  344,20150610,  150
  344,20150611,  180
  344,20150612,  208
  344,20150613,  169
  344,20150614,  155
  344,20150615,  138
  344,20150616,  122
  344,20150617,  164
  344,20150618,  141
  344,20150619,  133
  344,20150620,  143
  344,20150621,  150
  344,20150622,  129
  344,20150623,  128
  344,20150624,  163
  344,20150625,  181
  344,20150626,  203
  344,20150627,  174
  344,20150628,  186
  344,20150629,  180
  344,20150630,  216
  344,20150701,  270
  344,20150702,  240
  344,20150703,  233
  344,20150704,  239
  344,20150705,  196
  344,20150706,  183
  344,20150707,  194
  344,20150708,  162
  344,20150709,  139
  344,20150710,  181
